lambda_gram,embedding
life i valorized,010001011110010011101100100010000001101110
spice up the,011100001001101000000011101001111000111100
another writer from,000001001111011000100000111100110001000011
was so strange,100001000011000110111010110101110011000011
about how the,000000000101100011101001000101111000111100
out the windows,010101000111100111100011110010000110100011
disheartened with like,001000011011011000011011111101000110001010
on my week,010100110100110100111100011110000100110110
feeling lousy recently,001011001101010100011111101101100001010100
left feeling foolish,010001001111010010110011010100101111011111
diet under the,001000000110100111111100011101111000111100
going to open,001100111001110111101100010101010011100010
feel really emotionally,001011001100010110000100000000100110111101
href http zackmdavis,001110100101000011101001011010001001010111
age will help,000000101001111000011001011100111000000010
light fixture thing,010001100000010010111000110101111001100011
my course so,010011110001110001101000101001101110101101
that saturday morning,011110001110010110011101011001001101101101
to my home,011110110001010100111100011100111001010010
comes up for,000101100010011000000011101000101111100110
inadequacy and become,001111000110110000010001111000001010010101
them and i,011110010000110000010001111000111011001000
work at am,100001111001100000011101001000000011111110
least be doing,010001001101010000101000011000100010111101
and last nights,000001000111100100010000010101010001000010
to always remain,011110110001010000001111110101100011000000
the beauty of,011110001111000000101001001001010010101100
almost as though,000000111010110000011010011101111001110010
it and maybe,010000000001100000010001111001001010010010
our time is,010101000111000111101010111000111111110110
in santa cruz,001111000101100110011100101000011011110000
or making notes,010100111110100100100100010001010001100111
odkh milk in,010100101010110100101111110100111100010110
is stopping me,001111111101100111001011011101001010011000
and call myself,000001000111100001000001110001001111001010
a dotting tool,000000000000000010001101011101111011100101
two people or,011111100110010101011110110001010011111010
be with n,000010100001101000011011111101001111001110
about wearing you,000000000101101000010010100110001001000110
the general environment,011110001111000011001001000000101000011000
later i have,010001000010100011101100100000110111000011
i can dance,001110110010000001000010110000011100101100
like i totally,010001100010100011101100100001111011110101
how to feel,001110100100010111101100010100101100110001
just because shes,010000100000100000101001010001101010110101
pearl handled pistols,010101110101100011011000111001011001100000
i wrote feeling,001110110010001000100001100000101100110101
positive trying to,010110110010010111110111010001111011000101
bro feeling a,000011101111000010110011010100000000000000
thankfully i am,011110001101000011101100100000000011111110
rather to myself,011000000101110111101100010101001111001010
be any day,000010100001100000010100101000011101001011
hurts to see,001110101110000111101100010101101000110111
that are grown,011110001110010000011000001000110101000110
infield insider getting,001111010111000011111000100100110010101100
want to slash,100000111101010111101100010101101101010011
body will continue,000011010011101000011001011100011000101111
you a recent,100010010001100000000000000001100001010011
all my ducks,000000110111000100111100011100100100100110
the negative reviews,011110001111000101000000101101100100110111
do anything for,001000101011110000010100111100101111100110
clinic upon my,000101001100111000000100011101001111000111
be rushing around,000010100001100110011010000100000110010000
universe and i,100000000010000000010001111000111011001000
feelings have no,001011001101110011011100001101010001000101
tone and feeling,011110110110110000010001111000101100110101
feel pretty jolly,001011001100010101110011001001000001010011
anything numb about,000001010011110101000111111100000000010110
get an unpleasant,001100101010000000010001100010000000011000
about it tomorrow,000000000101100100000000011001111011011000
have had the,001101110000110011010111001101111000111100
triumphant and also,011111010110000000010001111000000011110100
only show the,010100110110110110101110100101111000111100
me through the,010010100110000111101000100101111000111100
is that doom,001111111101100111100011100100100011001011
india in the,001111001111000011110001011001111000111100
utterly useless and,100000011001001000000101100000000100011110
get some sleep,001100101010000110111100110001101101010110
above so i,000000000101110110111010110100111011001000
ugly unloved poor,011111101001111000000001000101011010111001
feel energetic so,001011001100010010011110011101101110101101
won a car,100001110101010000000000000000010000111111
broken into and,000011101111100011111100101000000100011110
med school with,010010101010010110100000011010000110111111
was a terrific,100001000011000000000000000001111000100000
make sure he,010010010000000111010110001100110111001010
with things hanging,100001101111110111100110010000110110010110
a horrible death,000000000000000011100111101100011101011110
im feeling right,001110111010110010110011010101100101001011
somehow feel distraught,011011110011100010110011000100100010011001
still standing even,011100101001000111000110110000101001001111
point now where,010110100111000101000111011010000101100000
kind of went,010000101100010101001010110010000101001011
that things i,011110001110010111100110010000111011001000
rise up for,011001010101001000000011101000101111100110
href https eqafe,001110100101000011101001011100101000100010
with the characters,100001101111110111100011110000010010110000
that apologizing to,011110001110010000010110000101111011000101
about today because,000000000101100111101100011100001010010100
people for banging,010101111011000010111110011000001001010101
about this its,000000000101100111100110111001000000001110
am standing in,000000111111100111000110110000111100010110
ungrateful earlier today,011111111101100010010100110001111011000111
feeling particularly virtuous,001011001101010101011010000110000010111111
sure they are,011101011000110111100101100100000110000010
the security of,011110001111000110100011010101010010101100
movers were working,010011100100111000010100110010000111101010
now on for,010100011101100101001101001100101111100110
didn t give,001000000101010111011010100000110010111111
on all my,010100110100110000001101110001001111000111
because lately i,000010100101000100010000100100111011001000
allow myself one,000000111001010100111100101001010011010110
not agree with,010100011000110000001011001010000110111111
photography only together,010110001100000101001101101101111011001101
to better myself,011110110001010000101110001101001111001010
i was the,001110110010001000010000110001111000111100
to come through,011110110001010001011000010001111010001001
almost uh afraid,000000111010110111111010100000000010011100
gemini and scorpio,001100100011100000010001111001101000010000
is my wife,001111111101100100111100011110000110001110
hed think that,001101111101010111100110010101111000111001
chatting is just,000100101111100011111111011001000010000010
articulate it the,000001100111100100000000011001111000111100
no i don,010100010001010011101100100000100011000011
hate feeling like,001101101110110010110011010101000110001010
solution for you,011011110001110010111110011010001001000110
ol ice cube,010100110010010011101100101000011011110100
shit i have,011010110001010011101100100000110111000011
kx forks wheel,010000111001100010111111101110000101011101
being led to,000010101101100100010011100101111011000101
impatience part having,001111000001000101011001101000110111000111
of those good,010100101011000111100111000100110011101101
in full gear,001111000101100011000101011000110010001100
im told by,001110111010110111101100111100010000001100
my more elegant,010011110001110100110110100100100110011000
treatment acne less,011111001110110000000101000101000101010110
draw them in,001000111101010111100100001100111100010110
stubbornly refuses to,011100111100100110001000011001111011000101
had just been,001101011100110100001000001000001010011110
physically uncomfortable for,010110001101100111111011110100101111100110
have an ipad,001101110000110000010001100000111111100101
pretty terrific about,010111001100100111100010000000000000010110
i would fall,001110110010001000011111111100101011101111
as to where,000001101001110111101100010110000101100000
inspired because greater,001111100100100000101001010000110100100011
visiting so i,100000110001000110111010110100111011001000
milk supply and,010010111111010111010101010100000100011110
the most talented,011110001111000100110111001101110110111100
point b but,010110100111000000100010100100010000000010
joyful me maybe,010000011000010100101001100001001010010010
they walked away,011110010110011000001110101100001000011001
like until my,010001100010101000000010111101001111000111
on my heart,010100110100110100111100011100110111100010
think i did,011110011001010011101100100000100000010100
respected or lived,011001000010100101001111101001000110110110
that hot prior,011110001110010011101000100001011101001010
so play we,011011101011010101100111101010000100100000
grasp on to,001101000111000101001101001101111011000101
others not celebrating,010101000110010101000110001100010010000101
fan fare which,001010111110100010110000010010000101100110
distanced from her,001000100011100011000100001100111000001101
on a stroll,010100110100110000000000000001110011100101
and when he,000001000111101000010101111000110111001010
upset hurt as,100000010010010011101011010100000110100111
feel so melancholy,001011001100010110111010110101001010111100
amazing things in,000001000000000111100110010000111100010110
represent my college,011000111011000100111100011100010101110011
their confidence but,011110010000010001011110101000010000000010
be happy to,000010100001100011011010001001111011000101
be epic in,000010100001100010100001110000111100010110
all those people,000000110111000111100111000101010111101100
feel pretty can,001011001100010101110011001000010000101100
tube after my,011111011110000000001001111001001111000111
info to devoted,001111011000000111101100010100100000000011
assaulted by onel,000001101110010001000000110001010011010111
shit around you,011010110001010000011001000010001001000110
thought they where,011110011100110111100101100110000101100000
there were only,011110010100101000010100110001010011011011
ive been feeling,010000000100010000101001111000101100110101
dont have it,001000110010000011011100001101000000000110
ive been beaten,010000000100010000101001111000001010001110
is not so,001111111101100101000110001101101110101101
assumption and amused,000001110011010000010001111000000100010110
though i still,011110011100100011101100100001110010100100
i ve done,001110110010001000000111111100100011000101
needed this weekend,010100000000110111100110111010000100110111
disadvantaged and kept,001000010000000000010001111001000010100001
music and i,010011101110100000010001111000111011001000
puts a new,010111110010100000000000000001010000100101
to get to,011110110001010011001010100001111011000101
and together we,000001000111100111101100110110000100100000
degrees feels like,000111100101110010110011100001000110001010
something that doesn,011011110100110111100011100100100010111000
do have good,001000101011110011011100001100110011101101
except with less,001010011100101000011011111101000101010110
faithful about my,001010111011000000000001011001001111000111
who will notice,100001011110101000011001011101010001101010
had already left,001101011100110000001111001001000100111101
okc eharmony match,010100110010000010011000101001001010000001
loving me or,010010000000100100101001100001010011111010
reminder plus her,011000110011010101101001001000111000001101
i was damaged,001110110010001000010000110000011100101000
im pulling a,001110111010110101111010110000000000000000
up hair already,100000001110100011010111100000000011110010
if im lucky,001110110110100011101110101101001000001111
these unsettling times,011110010101111000000010011101111010110001
and god has,000001000111100011001110000100110110110100
hiit high intensity,001110001001110011100010000000111110101100
are just cruising,000001100000100100001000001000011011101001
i was terrified,001110110010001000010000110001111000100001
giggly schoolgirl but,001100101110010110100000011100010000000010
of the twentysomething,010100101011000111100011110001111110010000
feel agitated slightly,001011001100010000001010110101101101100011
unimportant to me,011111111111100111101100010101001010011000
before i post,000010101000010011101100100001011011010011
on so much,010100110100110110111010110101001110100000
lying on my,010010001001010101001101001101001111000111
you ll discover,100010010001100100011011110000100001011100
selfish and i,011010010010100000010001111000111011001000
neurotic and immature,010100001000010000010001111000111011111000
called in thinking,000100000111100011110001011001111001100111
t feel that,011101101010000010110011000101111000111001
but weve come,000100000000101000010101010100010110000100
miss it when,010011001001010100000000011010000101011110
three months and,011110011111010100110101110100000100011110
political ideas only,010110101011100011101101001001010011011011
for you the,001011111001101000100100011001111000111100
up and down,100000001110100000010001111000100011011111
you i just,100010010001100011101100100001000010000010
working on that,100001111010100101001101001101111000111001
betrayed and very,000010111000000000010001111010000010010110
not just a,010100011000110100001000001000000000000000
of my great,010100101011000100111100011100110100100010
bad jokes and,000010001110000100000101000000000100011110
do or say,001000101011110101001111101001100111100100
understanding and make,011111110100100000010001111001001001000000
a conducive environment,000000000000000001011110001100101000011000
this look in,011110011011100100011101110000111100010110
pool working towards,010110101110001000011110101001111100000110
keeping all the,010000100110010000001101110001111000111100
even as christians,001010010011110000011010011100010011110111
not at least,010100011000110000011101001001000100110101
least talented person,010001001101010111011011110001011000001010
around in my,000001100100000011110001011001001111000111
going thru is,001100111001110111101000111100111111110110
post and today,010110110100110000010001111001111011000111
found the x,001100000010100111100011110010001000011101
feel it as,001011001100010100000000011000000110100111
call rex dingler,000100000111000110010011110000100000101101
of the brush,010100101011000111100011110000001111010000
by the way,000100000011000111100011110010000100011110
my hair look,010011110001110011010111100001000111011100
i feel these,001110110010000010110011000101111001010111
jane eyre and,010000000111010010101101000000000100011110
days im feeling,000111010100000011101110101100101100110101
have it until,001101110000110100000000011010000000101111
then it becomes,011110010010000100000000011000001010010110
kept saying things,010000101000010110011110010101111001100100
a pleasant pass,000000000000000101101000001001010110101101
narrator is pining,010011111000110011111111011001011001010101
to make more,011110110001010100100100000001001101101001
go to an,001100110111010111101100010100000100011000
not being able,010100011000110000101011011000000000010000
to finish some,011110110001010010110111011001101111001100
feel pretty hopeless,001011001100010101110011001000111001110000
unimportant misunderstood the,011111111111100100110010111101111000111100
much sadness realising,010011101000000110011011000001100000110111
remembered the gringa,011000110010000111100011110000110100110100
something to relieve,011011110100110111101100010101100010110000
i naturally feed,001110110010000100111111000100101100101100
but i went,000100000000100011101100100010000101001011
weeks until i,100001001110011000000010111100111011001000
needed but i,010100000000110001000000001000111011001000
not feeling along,010100011000110010110011010100000011101101
hope expectation that,001110011011000010101001011101111000111001
are times when,000001100000100111101011000110000101011110
gives me a,001100110000110100101001100000000000000000
their goals as,011110010000010011001101111100000110100111
fake sense of,001010111011100110100101011001010010101100
a little annoyed,000000000000000100011011001100000100111001
relieved and ready,011000101100010000010001111001100000110001
yorkshire team you,100010010001010111011110001110001001000110
to be envous,011110110001010000101000011000101000011001
feeling very sentimental,001011001101011000001001011001101001011110
distressed by their,001000100110110001000000110001111001000001
so does clay,011011101011010010001011011100010100011110
feel about yourself,001011001100010000000001011010001001001111
a boss who,000000000000000000110111001110000101111010
do love life,001000101011110100011111110001000101111001
the sanctity of,011110001111000110011100010101010010101100
i believe i,001110110010000000101011101000111011001000
relaxed when i,011000101001101000010101111000111011001000
know that sounds,010000110100110111100011100101101111111011
i want you,001110110010001000001111010110001001000110
his time so,001110001101100111101010111001101110101101
look cute when,010001110111000001110001001010000101011110
feel really honored,001011001100010110000100000000111001100111
pretty good about,010111001100100011001110110100000000010110
prepare for hurricanes,010111000101110010111110011000111010110011
complete crap and,000101101110010001101010100000000100011110
the idea that,011110001111000011101100111101111000111001
its vegan phase,010000000011101000001000000001011000100011
with the three,100001101111110111100011110001111001111101
anything means anymore,000001010011110100101001111000000101001100
unimportant to him,011111111111100111101100010100111000101101
accommodate all my,000000001101010000001101110001001111000111
driving myself insane,001001000100010100111100101000111101111111
did not sit,001000000101000101000110001101101100101110
i feel bitter,001110110010000010110011000100001100001100
class first which,000101000101010010111000000110000101100110
has enveloped me,001101101101000010100001010101001010011000
ill be i,001110111001000000101000011000111011001000
and zach said,000001000111101000100101011001100110110101
my unfortunate decline,010011110001110111111111000000011101110011
like more people,010001100010100100110110100101010111101100
friendship with me,001100001111001000011011111101001010011000
losing my shit,010001111011110100111100011101101011000101
i should say,001110110010000110101110000001100111100100
alternated between wishing,000000111101110000101110010110000110111010
of my sources,010100101011000100111100011101101111111111
as my picks,000001101001110100111100011101011000111101
uncomfortable although i,011111101111010000001111101000111011001000
although i don,000000111110100011101100100000100011000011
as social media,000001101001110110111011010001001010101010
accepted something of,000000001011010110111101001101010010101100
and make it,000001000111100100100100000001000000000110
in th grade,001111000101100111100010110100110100000111
but is now,000100000000100011111111011001010001110110
and studying something,000001000111100111001111101101101111010011
today partly because,011110110001110101011010010100001010010100
my career returning,010011110001110001000100101101100100101011
no matter how,010100010001010100101000100100111010010001
the dirty laundry,011110001111000010000011101101000100010111
do a google,001000101011110000000000000000110011110010
celebration that now,000100100001100111100011100101010001110110
pretty confused about,010111001100100001011111010000000000010110
to make another,011110110001010100100100000000000100111101
i am achieving,001110110010000000001111111000000001001010
be there in,000010100001100111100101001000111100010110
basically feeling a,000010011100100010110011010100000000000000
naked around you,010011110110000000011001000010001001000110
no harm but,010100010001010011011010101100010000000010
guilt here we,001101010110010011100000111110000100100000
my life unfolds,010011110001110100010111100101111111101110
local artists and,010001110000100000011010010000000100011110
excited about their,001010011110010000000001011001111001000001
i woke up,001110110010001000011100111110000000111010
he wont be,001101110010101000011101110000001010000110
im afrad its,001110111010110000001001101101000000001110
tomatoes in my,011110110101100011110001011001001111000111
aching in my,000000010010110011110001011001001111000111
do not need,001000101011110101000110001101010000000010
feelings but i,001011001101110001000000001000111011001000
m waiting for,010010001010011000001110001100101111100110
myself how gratuitously,010011110010100011101001000100110100100001
putting so much,010111110010110110111010110101001110100000
like franz liebkind,010001100010100011000001101101000101110101
myself and thought,010011110010100000010001111001111001110011
not do what,010100011000110010001010111110000101011001
shavings of wood,011010101010000101001010110010000111011101
didnt feel comfortable,001000000101100010110011000100010110001100
not because i,010100011000110000101001010000111011001000
i wouldnt leave,001110110010001000100000000101000100110110
do something fun,001000101011110110111101001100110001011001
met the author,010010111000100111100011110000000111111111
niggles in my,010100001111010011110001011001001111000111
hate feeling that,001101101110110010110011010101111000111001
in soil and,001111000101100110111100000000000100011110
im slow about,001110111010110110110110110100000000010110
someone is depending,011011110100000011111111011000011110111100
after i am,000000100111100011101100100000000011111110
up and do,100000001110100000010001111000100010101111
and massage the,000001000111100100100111101001111000111100
wear this dressing,100001001001100111100110111000100100000101
feeling resentful because,001011001101010110001111110000001010010100
art when i,000001100110111000010101111000111011001000
that continue to,011110001110010001100010111101111011000101
also feeling gracious,000000111101000010110011010100110100000110
to keep loving,011110110001010100001001100001001000000010
that you can,011110001110011000100100011000010000101100
gunong ledang evoking,001101011000110100010011101000101001100101
feeling the way,001011001101010111100011110010000100011110
end of and,001001110110000101001010110000000100011110
can t decide,000100001011000111011010100000011101101000
feel cared for,001011001100010001000100100100101111100110
sort them as,011011111100000111100100001100000110100111
now makes me,010100011101100100100100000101001010011000
it s unfortunate,010000000001100110011010011101111111110000
i am giving,001110110010000000001111111000110011000100
change at first,000100101001000000011101001000101110000001
us manage to,100000010100110100100100111101111011000101
life style to,010001011110010111010000010001111011000101
there feeling helpless,011110010100100010110011010100111000000110
a little honesty,000000000000000100011011001100111001100010
t ever get,011101101010000010100101011000110010101000
roberts in pretty,011001011001000011110001011001011100110010
peter went back,010110000111111000010100101100001000101111
the night or,011110001111000101000011111101010011111010
so relieved right,011011101011010110001011000101100101001011
bored and unsatisfied,000011011011000000010001111010000000100100
like and then,010001100010100000010001111001111001001000
reluctant to change,011000101111000111101100010100010010100100
to remain as,011110110001010110001100000000000110100111
in god and,001111000101100011001110000100000100011110
cute voice in,000111000100101000001101000000111100010110
honesty is in,001110011000100011111111011000111100010110
to sleep sing,011110110001010110110101011001101100011111
gotten used to,001100111110111000000101011001111011000101
when the general,100001010111100111100011110000110010010000
lunch shortly and,010010000110000110101101110000000100011110
be stubborn it,000010100001100111001111000101000000000110
i feel aggravated,001110110010000010110011000100000010101011
alot more and,000000111011110100110110100100000100011110
position with actual,010110110010001000011011111100000001100000
they always compare,011110010110010000001111110100010110101010
felt more out,001011001111100100110110100101010100011110
a coffin not,000000000000000001010101111001010001100011
in over go,001111000101100101010011001100110011011101
because im spending,000010100101000011101110101101110000100011
about writing the,000000000101101000100001001101111000111100
back but i,000010001011110001000000001000111011001000
not feel rejected,010100011000110010110011000101100010011000
red vivienne westwood,011000011011111000001100101010000101010010
europe again although,001010010010010000001010010100000011111010
i feel christmas,001110110010000010110011000100010011111001
hot irritated and,001110100010000011111111010000000100011110
collar complete with,000101011011000001011011100110000110111111
moving around things,010011100101110000011001000001111001100100
solace in justifying,011011110000010011110001011001000010000111
which is about,100001011001100011111111011000000000010110
with batch files,100001101111110000100111100100101101011111
be recless but,000010100001100110000101110100010000000010
stand his this,011100011010010011100011011001111001101110
to spice up,011110110001010111000010011010000000111010
had wanted to,001101011100111000001111011101111011000101
think about my,011110011001010000000001011001001111000111
burdened with more,000011111011011000011011111101001101101001
and utterly helpless,000001000111101000000110010000111000000110
i can eat,001110110010000001000010110000100101011010
feel my own,001011001100010100111100011101010101001101
and broken and,000001000111100000111011111000000100011110
to feeling i,011110110001010010110011010100111011001000
bad day do,000010001110000001110100101100100010101111
to run i,011110110001010110011001011100111011001000
unpleasant encounter where,100000000110000010011101010010000101100000
when the guy,100001010111100111100011110000110101101001
a mental illness,000000000000000100101100111000111011100110
acceptable when that,000000001010111000010101111001111000111001
few guiding principles,001011010011000011010101011101011101000110
im feeling cool,001110111010110010110011010100011001001111
i feel people,001110110010000010110011000101010111101100
feel less afraid,001011001100010100010101011000000010011100
could claim to,000110011101100001010001000101111011000101
tender care across,011110000011110001000100100000000001010011
as they looked,000001101001110111100101100101000111011101
understand the customers,011111110100000111100011110000011100010000
slight humming noise,011011011000000011101010011101010001001100
ingrate bastard to,001111011010000000100111011001111011000101
who their president,100001011110100111100100000101011100100111
a drink or,000000000000000010010000100001010011111010
by no means,000100000011000101000100010101001010011110
shaun has passed,011010101001110011011011010001010110101110
include them in,001111001010000111100100001100111100010110
authority figures eventually,000010000000100010110101110100101001010101
patients and co,010101110000000000010001111000010101010001
i personally don,001110110010000101100000111100100011000011
confidence is far,000101111010100011111111011000101100000011
the verge of,011110001111001000001000111001010010101100
im good at,001110111010110011001110110100000111010010
going to miss,001100111001110111101100010101001100100101
i give up,001110110010000011001011111110000000111010
is the nature,001111111101100111100011110001001111110010
your hot body,100010010011000011101000100000001101001110
for myself that,001011111001100100111100101001111000111001
make anyone hurling,010010010000000000010100110100111010110001
in all their,001111000101100000001101110001111001000001
people or feel,010101111011000101001111101000101100110001
dull ache in,001001001011000000000100001100111100010110
is still really,001111111101100111001010010001100001000000
feel troubled over,001011001100010111110101111001010100110011
if he doesnt,001110110110100011011100101000100010111001
perfect guest blogger,010101111101000011010101001100001100101111
do not believe,001000101011110101000110001100001010111010
was just two,100001000011000100001000001001111110011001
more generous though,010011011010010011001001100001111001110010
they couldnt figure,011110010110010001100111100000101101011011
like we re,010001100010101000010010000001100000011110
and spend much,000001000111100111000010001001001110100000
past two years,010101101101010111111001100110001000110100
do feel very,001000101011110010110011000110000010010110
like an unwelcome,010001100010100000010001100010000000110110
and driving myself,000001000111100010010001000101001111001010
church to feel,000100111111000111101100010100101100110001
havent hopped on,001101110001010011100111010101010011010011
like ya allah,010001100010101000100010011000000011011101
less annoyed with,010001010101100000010011100110000110111111
the apc leaders,011110001111000000010101101001000100100111
beaten up or,000010100011101000000011101001010011111010
holiday for a,001110010001100010111110011000000000000000
i hurt for,001110110010000011101011010100101111100110
indecisive about things,001111001110000000000001011001111001100100
take up my,011101101101011000000011101001001111000111
towards the paparazzi,011111000001100111100011110001010110000100
course i feel,000110100010100011101100100000101100110001
type of thing,011111100110110101001010110001111001100011
the teachers guide,011110001111000111011110000100110101010101
little bit rushed,010001101100110000110000011001100110011111
with plants coming,100001101111110101100111001000010110010000
many blessings from,010010010111000000110010001000110001000011
alone a publishing,000000111011000000000000000001011110100111
about whatever healing,000000000101101000010101101000110111010110
important holiday films,001111000010010011100100011000101101100110
has started the,001101101101000111000111010101111000111100
scrunching into permanent,011010000111100011111100101001011000000011
wallpaper mobile wallpaper,100000111100010100110011100110000011110001
weeks feeling sort,100001001110010010110011010101101111110000
and ridiculed because,000001000111100110010100011100001010010100
gorgeous beautiful and,001100111101010000101001000100000100011110
reluctant queen tasked,011000101111000101111101010001110111010000
being a dick,000010101101100000000000000000100000010010
computer suspiciously felt,000101110010000111010111101100101100111110
better i feel,000010111000110011101100100000101100110001
probably missed opportunities,010111010101000100110010011001010011101110
i wonder does,001110110010001000011101011000100010110111
corner of the,000110011000000101001010110001111000111100
confident i haven,000101111010110011101100100000110111000100
voice again for,100000110100000000001010010100101111100110
that my blogs,011110001110010100111100011100001100110100
he said that,001101110010100110011011010101111000111001
a hot yoga,000000000000000011101000100010001001000001
beaten up and,000010100011101000000011101000000100011110
wont let the,100001110111000100010101110001111000111100
require emotional energy,011000111101110010011011110000100111101011
did it register,001000000101000100000000011001100010001101
free but once,001100001001100001000000001001010011010100
are too small,000001100000100111101110001101101101111010
to u i,011110110001010111111001111100111011001000
is a shortage,001111111101100000000000000001101011011010
all the women,000000110111000111100011110010000111010011
opened up oh,010100111000111000000011101001010011000000
could say this,000110011101100110011110010001111001101110
feel that rich,001011001100010111100011100101100101000010
its like soo,010000000011100100011000101001101111100000
that these wonderful,011110001110010111100101011110000111011000
feeling really rebellious,001011001101010110000100000001100001001010
initial reaction of,001111011011100110000010011001010010101100
staring out the,011100011100010101010001111001111000111100
buns and reveling,000011111010110000010001111001100100110010
over years now,010101001100111000100011010001010001110110
up was rubbish,100000001110101000010000110001100110001111
coaxed myself up,000101010101110100111100101010000000111010
and key i,000001000111100100001010001000111011001000
my race and,010011110001110101111110111000000100011110
suddenly lost a,011101001010000100011111001000000000000000
showered until about,011010111011001000000010111100000000010110
any way supportive,000001010010101000010001111001110101011011
sebastian feeling agitated,011010001010010010110011010100000010101101
height src http,001101111110100111000101100000111010010110
to brad and,011110110001010000111000111000000100011110
m unsuccessful when,010010001010011000000010101010000101011110
feeling the moxie,001011001101010111100011110001001110011000
though im feeling,011110011100100011101110101100101100110101
am greatly distressed,000000111111100011010010010100100010011011
something moving inside,011011110100110100111001011100111110001000
feel like more,001011001100010100011000101001001101101001
my first and,010011110001110010111000000100000100011110
determined largely by,000111111101010100010000001000010000001100
will tell them,100001100101110111011111110001111001000011
i held all,001110110010000011011111111000000011011100
each booth as,001001010001100000110110100100000110100111
i can feel,001110110010000001000010110000101100110001
very common for,100000100101100001011001111100101111100110
i still smile,001110110010000111001010010001101110000111
and joyous because,000001000111100100000110001100001010010100
i needed was,001110110010000101000000001110000100001100
im feeling all,001110111010110010110011010100000011011100
roller coaster of,011001011011110001010101010001010010101100
that i wanted,011110001110010011101100100010000011110111
bad about bringing,000010001110000000000001011000001110110101
my lunch stinks,010011110001110100100001100001110010101001
show that they,011010111010010111100011100101111001011001
that we will,011110001110011000010010000010000110010111
depressed and couldnt,000111110000110000010001111000011001111000
my time my,010011110001110111101010111001001111000111
believe in luck,000010101110100011110001011001001000001101
to the creative,011110110001010111100011110000011010111101
were privileged to,100001010011000101110101001001111011000101
random black with,011000000010010000110000111010000110111111
liked over the,010001100011010101010011001101111000111100
the people strolling,011110001111000101011110110001110011100110
and essentially does,000001000111100010100011011100100010110111
more then i,010011011010010111100100100000111011001000
lungs deciding that,010010000111000001110110110001111000111001
have to mention,001101110000110111101100010101001011010000
he met him,001101110010100100101110001000111000101101
how your previous,001110100100011000100100110001011100110110
brush it to,000011110100000100000000011001111011000101
i felt god,001110110010000010110011111000110011100001
a man had,000000000000000100100100111000110101110011
too damaged myself,011110111000110001110010100001001111001010
couple of tax,000110100001100101001010110001110111011001
me i was,010010100110000011101100100010000100001100
the babies didnt,011110001111000000100010110000100000010110
thats a pretty,011110001110110000000000000001011100110010
positive lately so,010110110010010100010000100101101110101101
nurse who every,010100100000111000010111101000101001010111
read series books,011000001010110110100110100000001101100101
for the world,001011111001100111100011110010000111110001
during his dangerous,001001001110010011100011011000011100110011
as a life,000001101001110000000000000001000101111001
in which they,001111000101101000010110011001111001011001
seventy ill desperately,011010100000000011101110010000011111100010
feeling unloved he,001011001101011000000001000100110111001010
will churn all,100001100101110001001111111000000011011100
lack of trusting,010000111011000101001010110001111101101100
am feeling incredibly,000000111111100010110011010100111100110110
have delighted in,001101110000110001111001111100111100010110
so many small,011011101011010100100101110001101101111010
and such along,000001000111100111010010000000000011101101
god was leading,001100111000011000010000110001000100101000
the computer and,011110001111000001011100100000000100011110
like i shouldnt,010001100010100011101100100001101011100100
a dumb plot,000000000000000010010011000001011010001100
physically and i,010110001101100000010001111000111011001000
surely does know,011101011001000010001011011101000011010011
this being almost,011110011011100000101011011000000011101011
me to other,010010100110000111101100010101010100011000
in a frantic,001111000101100000000000000000110000011001
like an innocent,010001100010100000010001100000111101111011
think youll be,011110011001011000100100100000001010000110
never go back,010100001000110011001101110100001000101111
as things were,000001101001110111100110010010000101001100
of clean and,010100101011000001010001111100000100011110
sarcastic tonight but,011001110011100111101110000100010000000010
was nice to,100001000011000101000011001001111011000101
guess sometimes you,001101010100000110111101010110001001000110
packages instead of,010101010111000011111001100001010010101100
not in a,010100011000110011110001011000000000000000
of yesterday that,010100101011001000100011101001111000111001
run i cant,011001100101110011101100100000010000110100
drive me to,001001000011010100101001100001111011000101
feel victimized by,001011001100011000001010001100010000001100
an a in,000001000110000000000000000000111100010110
am feeling only,000000111111100010110011010101010011011011
then i thought,011110010010000011101100100001111001110011
with the gift,100001101111110111100011110000110010110011
contemplating and feeling,000110001001100000010001111000101100110101
course i still,000110100010100011101100100001110010100100
isolated since i,010000000000000110110001110000111011001000
im feeling rebellious,001110111010110010110011010101100001001010
said im beat,011001101101010011101110101100001010001101
at life the,000001110100100100010111100101111000111100
about it or,000000000101100100000000011001010011111010
feel thankful for,001011001100010111100011001100101111100110
the blog today,011110001111000000110010111001111011000111
if you did,001110110110101000100100011000100000010100
london and i,010001110100100000010001111000111011001000
into a routine,001111110010100000000000000001100110001011
supporting myself by,011101010110100100111100101000010000001100
i ask myself,001110110010000000011011000001001111001010
what im being,100001010110010011101110101100001010110110
in a distressed,001111000101100000000000000000100010011011
her fingers searching,001110000011010010110111010001101000100110
possessive of harry,010110110011100101001010110000110110110010
of this company,010100101011000111100110111000010110101001
me to transcend,010010100110000111101100010101111100100011
here because of,001110000011110000101001010001010010101100
and have no,000001000111100011011100001101010001000101
but think what,000100000000100111100110010110000101011001
i almost inexplicably,001110110010000000001110101100111101010110
getting back to,001100101011000000100010111101111011000101
my persona if,010011110001110101100000101100111011011010
loving caring people,010010000000100001000101011001010111101100
